Station_Name_Korean,Station_Name_English,Station_Code,Managing_Organization,Major_Basin_Code,Subbasin_Code,Observation_Start_Date,River_Name,Basin_Area,River_Width,Bed_Slope,River_Main_Junction_Distance,Watershed_Distance,Address,X_Coordinate,Y_Coordinate,Start_Systematic_Observation,End_Systematic_Observation,Start_Old_Observation,End_Old_Observation,Number_of_Records,Data_Quality_or_Completeness,Geometry,Longitude,Latitude
안동시(신덕교),Andongsi(Sindeokgyo),2002686,한국수자원공사,낙동강,200214,40834,길안천,515.8,isnull,isnull,357,isnull,경상북도 안동시 임하면 신덕리 신덕교,364690,337226,201507,202301,201507,202301,2258.0,,POINT (364690 337226),128.8365613089337,36.5219339237214
안동시(포진교),Andongsi(Pojingyo),2002692,한국수자원공사,낙동강,200216,32050,반변천,1892,0,0,347,0,경상북도 안동시 송천동 포진교,360777,338879,198706,202301,198706,202301,3565.0,,POINT (360777 338879),128.7932389027183,36.53748760276424
안동시(대사3교),Andongsi(Daesa3gyo),2002695,환경부,낙동강,200214,41640,길안천,332.3,isnull,isnull,31.5,isnull,경상북도 안동시 길안면 대사리 785 (대사3교),375836,320452,201401,202301,201312,202301,3260.0,,POINT (375836 320452),128.95713321466377,36.36888008896716
안동시(안동대교),Andongsi(Andongdeagyo),2003610,한국수자원공사,낙동강,200304,34900,낙동강,3590,0,0,334,0,경상북도 안동시 옥동 안동대교,352188,340450,191807,202301,192302,202301,3554.0,,POINT (352188 340450),128.69767795507332,36.55304283705195
안동시(운산리),Andongsi(Unsanri),2003640,환경부,낙동강,200303,38376,미천,279.91,isnull,isnull,13.5,isnull,경상북도 안동시 일직면 운산리 166-2,348767,332527,200501,202301,200501,202301,3629.0,,POINT (348767 332527),128.65795905104767,36.4822130530428
안동시(검암교),Andongsi(Geomamgyo),2003650,한국수자원공사,낙동강,200303,38198,미천,374.8,isnull,isnull,2.1,isnull,경상북도 안동시 남후면 검바우길 99 검암교,348375,339335,200602,202301,200409,202301,3583.0,,POINT (348375 339335),128.65489294531963,36.54359841045331
예천군(구담교),Yecheongun(Gudamgyo),2003670,환경부,낙동강,200306,38376,낙동강,4338.8,isnull,isnull,306.9,isnull,경상북도 예천군 지보면 암천리 708 (구담교),330963,338991,200501,202301,200501,202301,3631.0,,POINT (330963 338991),128.46044621451634,36.54304138631549
의성군(풍지교),Uiseonggun(Pungjigyo),2003690,환경부,낙동강,200308,32143,낙동강,4516.9,450,800,294.7,307.7,경상북도 의성군 다인면 용곡리 764 (풍지교),322248,337722,198706,202301,198706,202301,3650.0,,POINT (322248 337722),128.36294577868804,36.53276228911757
봉화군(봉화대교),Bonghwagun(Bonghwadaegyo),2004605,환경부,낙동강,200402,39814,내성천,156.81,isnull,isnull,87.5,isnull,경상북도 봉화군 봉화읍 내성리 506 (봉화대교),354444,378053,200812,202301,200812,202301,3321.0,,POINT (354444 378053),128.73045387986443,36.89137420309577
영주시(이산교),Yeongjusi(Isangyo),2004608,한국수자원공사,낙동강,200402,42248,내성천,isnull,isnull,isnull,isnull,isnull,경상북도 영주시 이산면 신암리 1436-4,350478,374004,201901,202301,201901,202301,1431.0,,POINT (350478 374004),128.68517895902983,36.85554470851576
영주시(영주유사조절지),Yeongjusi(Yeongjuyusajojeolji),2004610,한국수자원공사,낙동강,200407,41974,isnull,isnull,isnull,isnull,isnull,isnull,경북 영주시 이산면 신천리 152,351777,366440,201901,202301,201901,202301,1431.0,,POINT (351777 366440),128.69823096608465,36.78720784615434
영주시(영주댐),Yeongjusi(YeongjuDam),2004630,한국수자원공사,낙동강,200407,42552,내성천,isnull,isnull,isnull,isnull,isnull,경상북도 영주시 평은면 용혈리 산 180-1,348004,359435,201901,202301,201901,202301,1433.0,,POINT (348004 359435),128.65462199599216,36.724707664642246
영주시(용혈리),Yeongjusi(Yonghyeolri),2004632,한국수자원공사,낙동강,200407,41974,내성천,isnull,isnull,isnull,isnull,isnull,경상북도 영주시 평은면 용혈리 1184-1,346993,359017,201901,202301,201901,202301,1431.0,,POINT (346993 359017),128.64322908470044,36.7210994314666
영주시(월호교),Yeongjusi(Wolhogyo),2004635,환경부,낙동강,200407,39108,서천,351.5,150,isnull,4,isnull,경상북도 영주시 문수면 적동리 738 (월호교),344750,363944,200701,202301,200701,202301,3529.0,,POINT (344750 363944),128.61906482634205,36.7658237542504
영주시(석탑교),Yeongjusi(Seoktapgyo),2004640,환경부,낙동강,200408,39448,내성천,914.7,isnull,isnull,45.9,isnull,경상북도 영주시 문수면 조제리 1136 (석탑교),342926,358732,200801,202301,200712,202301,3650.0,,POINT (342926 358732),128.59766937896728,36.719152414438746
예천군(미호교),Yecheongun(Mihogyo),2004650,환경부,낙동강,200410,39448,내성천,1124.5,isnull,isnull,34.3,isnull,경상북도 예천군 보문면 미호리 401 (미호교),335737,353404,200801,202301,200712,202301,2713.0,,POINT (335737 353404),128.51628571269447,36.672211125385424
예천군(고평교),,2004655,,,0,0,,,,,,,,0,0,0,0,0,0,3418.0,,POINT (-1.7976931348623157e+308 -1.7976931348623157e+308),124.84636056874967,33.47773679757166
예천군(신예천교),Yecheongun(Sinyecheongyo),2004668,환경부,낙동강,200413,22828,한천,192.58,213,isnull,6.42,isnull,경상북도 예천군 예천읍 남본리 310-1 (신예천교),329535,351180,198306,202301,196301,202301,3521.0,,POINT (329535 351180),128.44655417875356,36.65304026756987
예천군(신음리),,2004675,,,0,0,,,,,,,,0,0,0,0,0,0,3613.0,,POINT (-1.7976931348623157e+308 -1.7976931348623157e+308),124.84636056874967,33.47773679757166
예천군(회룡교),,2004680,,,0,0,,,,,,,,0,0,0,0,0,0,3529.0,,POINT (-1.7976931348623157e+308 -1.7976931348623157e+308),124.84636056874967,33.47773679757166
경천댐,GYEONG CHEON DAM,2004685,한국농어촌공사,낙동강,200415,1,isnull,0,0,0,0,0,경상북도 문경시 동로면    마광리    경천댐내,317398,355801,0,0,198808,200509,0.0,,POINT (317398 355801),128.3115618396685,36.69624275533408
예천군(산양교),Yecheongun(Sannyanggyo),2004695,환경부,낙동강,200416,24838,금천,215,167,1600,6,-6,경상북도 예천군 용궁면 읍부리 508 (산양교),312800,346627,198106,202301,196901,202301,3605.0,,POINT (312800 346627),128.25877507488806,36.61414949190461
문경시(갈마교),Mungyeongsi(Galmagyo),2005640,환경부,낙동강,200502,40909,영강,286.41,isnull,isnull,36,isnull,경상북도 문경시 가은읍 갈전리 1014-1 (갈마교),297158,349489,201201,202301,201112,202301,3605.0,,POINT (297158 349489),128.08432252653645,36.64165584163095
문경시(불정동),Mungyeongsi(Buljeongdong),2005650,환경부,낙동강,200504,35425,영강,533.96,isnull,isnull,23.71,isnull,경상북도 문경시 불정동 410,302721,350337,200203,202301,199906,202301,3351.0,,POINT (302721 350337),128.14663011224027,36.64871280032925
문경시(김용리),Mungyeongsi(Gimyongri),2005660,환경부,낙동강,200507,24077,영강,608,266,2500,12,-12,경상북도 문경시 영순면 김용리 262-4,308879,344141,198106,202301,196608,202301,3584.0,,POINT (308879 344141),128.21460396893065,36.59220768123108
상주시(상우교),Sangjusi(Sangwugyo),2005670,한국수자원공사,낙동강,200505,38563,이안천,70.8,isnull,isnull,2.8,isnull,경상북도 상주시 와서면 우산리 상우교,295428,330725,201507,202301,201507,202301,2258.0,,POINT (295428 330725),128.06266012929885,36.47276933124491
상주시(이안교),Sangjusi(Iangyo),2005680,환경부,낙동강,200506,24838,이안천,195.5,isnull,isnull,12.1,isnull,경상북도 상주시 이안면 이안리 493-1 (이안교),303770,339022,198306,202301,196901,202301,3565.0,,POINT (303770 339022),128.15683403682183,36.54665642826284
상주시(병성교),Sangjusi(Byeongseonggyo),2006625,환경부,낙동강,200603,37712,병성천,416.14,isnull,isnull,1.7,isnull,경상북도 상주시 병성동 805 (병성교),309519,327069,200304,202301,200303,202301,3511.0,,POINT (309519 327069),128.2193360291999,36.43832531321988
상주시(소천2교),Sangjusi(Socheon2gyo),2006630,환경부,낙동강,200601,24838,병성천,151.8,300,700,13.1,-13.1,경상북도 상주시 가장동 637-1 (소천2교),302997,320298,198006,202301,196901,202301,3385.0,,POINT (302997 320298),128.14571474067867,36.3780411622778
상주시(후천교),Sangjusi(Hucheongyo),2006665,환경부,낙동강,200602,15615,북천,120.54,isnull,isnull,8.2,isnull,경상북도 상주시 계산동 523 (후천교),303899,326167,198307,202301,196901,202301,3489.0,,POINT (303899 326167),128.1565492430957,36.4308228715934
상주시(화계교),Sangjusi(Hwagyegyo),2006675,환경부,낙동강,200601,40179,병성천,174.58,isnull,isnull,5.6,isnull,경상북도 상주시 복룡동 487 (화계교),306526,325335,200910,202301,200910,202301,3281.0,,POINT (306526 325335),128.18572477231595,36.42303912937906
문경시(말응리),Mungyeongsi(Mareungri),2007620,환경부,낙동강,200701,39108,낙동강,6390.8,isnull,isnull,286.4,isnull,경상북도 문경시 영순면 말응리 산93,312950,338983,200701,202301,200701,202301,3635.0,,POINT (312950 338983),128.25933110456702,36.54526535161864
문경시(이목리),Mungyeongsi(Imokri),2007640,환경부,낙동강,200701,22828,낙동강,6375.3,334,150,285.5,283.3,경상북도 문경시 영순면 이목리 산80,316040,340473,191709,202301,196302,202301,2392.0,,POINT (316040 340473),128.29405634367652,36.558319182796346
예천군(상풍교),Yecheongun(Sangpunggyo),2007660,환경부,낙동강,200702,32143,낙동강,7247.9,600,1250,277,-281.9,경상북도 예천군 풍양면 효갈리1083-1 (상풍교),313661,334121,198706,202301,198706,202301,3652.0,ㅇ,POINT (313661 334121),128.26655472566,36.50137807397177
상주시(상주보상),Sangjusi(SangjuboUP),2007680,환경부,낙동강,200702,40329,낙동강,7407,isnull,isnull,267.7,isnull,경상북도 상주시 중동면 오상리 산91(죽암양수장),312214,326702,201006,202301,201006,202301,3113.0,,POINT (312214 326702),128.24933298729405,36.43470776448036
상주시(상주보하),Sangjusi(SangjuboDN),2007682,환경부,낙동강,200703,40725,낙동강,7407,isnull,isnull,267,isnull,경상북도 상주시 도남동 810-1,311413,327000,201206,202301,201206,202301,3286.0,,POINT (311413 327000),128.24044481187354,36.43748582944445
상주시(강창교),Sangjusi(Gangchanggyo),2007686,환경부,낙동강,200703,43406,낙동강,7845.48,isnull,isnull,254.91,isnull,경상북도 상주시 낙동면 신상리 364-13(강창교),311623,324228,201811,202301,201811,202301,1826.0,,POINT (311623 324228),128.24238791002102,36.412487100468695
군위군(군위댐),Gunwigun(Gunwidam),2008603,한국수자원공사,낙동강,200801,40179,위천,87.5,isnull,isnull,96,isnull,경상북도 군위군 삼국유사면 삼국유사로418,361530,292912,201901,202301,201901,202301,1433.0,,POINT (361530 292912),128.7921262200589,36.12332090352712
군위군(동곡교),Gunwigun(Dongkokgyo),2008605,한국수자원공사,낙동강,200801,40179,위천,78.5,isnull,isnull,75.3,isnull,경상북도 군위군 삼국유사면 양지리 동곡교,363946,297460,201009,202301,201009,202301,3571.0,,POINT (363946 297460),128.81989711125277,36.16388230438602
동곡,DONG GOG GYO,2008610,환경부,낙동강,200801,30142,위천,isnull,0,0,isnull,0,경상북도 군위군 고로면 양지리 동곡교,363872,297203,198207,199311,198201,200512,0.0,,POINT (363872 297203),128.81902156055375,36.16157988750885
고로,GO RO GYO,2008620,환경부,낙동강,200802,30142,위천,isnull,0,0,isnull,0,경상북도 군위군 고로면 화수리 고로교,357869,293177,198208,199310,198201,200512,0.0,,POINT (357869 293177),128.75153159824515,36.12630981293873
군위군(화수교),Gunwigun(Hwasugyo),2008621,한국수자원공사,낙동강,200802,40179,위천,109,isnull,isnull,65.1,isnull,경상북도 군위군 삼국유사면 화수리 화수교,357917,293463,201009,202301,201009,202301,3583.0,,POINT (357917 293463),128.75212187599726,36.12887825744989
의성군(구미교),Uiseonggun(Gumigyo),2008628,환경부,낙동강,200807,43083,남대천,158.51,isnull,isnull,0.74,isnull,경상북도 의성군 봉양면 구미리 475-2 (구미교),343733,313169,201801,202301,201801,202301,1812.0,,POINT (343733 313169),128.5982283161481,36.30860106655725
군위군(미성교),Gunwigun(Miseonggyo),2008630,환경부,낙동강,200802,30138,위천,62.6,isnull,isnull,54.1,isnull,경상북도 군위군 우보면 이화리 575-9 (미성교),350434,299499,198207,202301,198201,202301,3130.0,,POINT (350434 299499),128.6701840169938,36.18443956952785
의성군(덕은교),Uiseonggun(Deokeungyo),2008631,환경부,낙동강,200806,40909,쌍계천,181.91,isnull,isnull,11.7,isnull,경상북도 의성군 봉양면 구산리 1645-220 (덕은교),344586,311426,201203,202301,201203,202301,3332.0,,POINT (344586 311426),128.6073996751316,36.29277223418932
의성군(비안교),Uiseonggun(Biangyo),2008632,환경부,낙동강,200809,40179,위천,193.7,isnull,isnull,28.8,isnull,경상북도 의성군 비안면 서부리 773 (비안교),333628,316245,200910,202301,200910,202301,3554.0,,POINT (333628 316245),128.4862817034568,36.33776424159174
의성군(장송교),Uiseonggun(Jangsonggyo),2008633,환경부,낙동강,200809,44470,위천,1191.99,240,isnull,28.4,isnull,경상북도 의성군 비안면 장춘리 111-1(장송교),336564,315505,202005,202301,202005,202301,949.0,,POINT (336564 315505),128.5188435674046,36.33068641074629
군위군(병수리),Gunwigun(Byeongsuri),2008635,환경부,낙동강,200803,30141,위천,131.6,0,0,45.1,0,경상북도 군위군 효령면 병수리 703,342645,298844,198209,202301,198201,202301,3476.0,,POINT (342645 298844),128.58351070296345,36.17971650801908
군위군(효령교),Gunwigun(Hyoryeonggyo),2008645,환경부,낙동강,200804,30195,남천,147.72,0,0,3.5,0,경상북도 군위군 효령면 중구리 725-1 (효령교),342559,296437,198207,202301,198201,202301,3553.0,,POINT (342559 296437),128.58211874139843,36.1580455243574
군위군(무성리),Gunwigun(Museongri),2008650,환경부,낙동강,200805,30140,위천,468.94,0,0,41.9,0,경상북도 군위군 군위읍 무성리 821-2,340690,300693,198207,202301,198201,202301,3544.0,,POINT (340690 300693),128.5621179340108,36.19665914150489
의성군(동부교),Uiseonggun(Dongbugyo),2008665,환경부,낙동강,200805,42370,위천,1050.25,isnull,isnull,32.92,isnull,경상북도 의성군 비안면 장춘리 965-1(동부교),334745,315029,201601,202301,201512,202301,2511.0,,POINT (334745 315029),128.49850918417047,36.32665419596186
의성군(위중리),Uiseonggun(Wijungri),2008690,환경부,낙동강,200809,24077,위천,1312.19,424,2500,12.96,-14.6,경상북도 의성군 단밀면 위중리 681-1,325373,318856,198007,202301,196703,202301,3652.0,ㅇ,POINT (325373 318856),128.3947814543546,36.36239593300084
의성군(낙단보상),Uiseonggun(NakdanboUP),2009618,환경부,낙동강,200901,40329,낙동강,9221,isnull,isnull,247.2,isnull,경상북도 의성군 단밀면 생송리 1441,317857,318484,201006,202301,201006,202301,3447.0,,POINT (317857 318484),128.31100436349126,36.35999353743365
의성군(낙단교),Uiseonggun(Nakdangyo),2009620,환경부,낙동강,200902,8767,낙동강,9369,358,260,246.5,247.1,경상북도 의성군 단밀면 낙정리 806 (낙단교),316784,318500,191509,202301,192401,202301,3652.0,ㅇ,POINT (316784 318500),128.29905479974374,36.360268382297306
구미시(일선교),Gumisi(Ilseongyo),2009670,환경부,낙동강,200902,30133,낙동강,9510,550,1800,233.9,231.4,경상북도 구미시 도개면 신림리 775 (일선교),320654,309180,198306,202301,198301,202301,3652.0,ㅇ,POINT (320654 309180),128.34072137120452,36.27582456052593
구미시(구미보상),Gumisi(GumiboUP),2009680,환경부,낙동강,200902,40329,낙동강,9557,isnull,isnull,229.6,isnull,경상북도 구미시 선산읍 독동리 산98,320433,305323,201006,202301,201006,202301,3133.0,,POINT (320433 305323),128.33766910079538,36.241102805536165
구미시(구미보하),Gumisi(GumiboDN),2009682,환경부,낙동강,201101,40695,낙동강,9557,isnull,isnull,229.3,isnull,경상북도 구미시 해평면 낙산리 1095-34,320865,304805,201206,202301,201206,202301,3270.0,,POINT (320865 304805),128.34239381879817,36.23638204091981
김천시(지좌리),Gimcheonsi(Jijwari),2010620,한국수자원공사,낙동강,201001,41194,부항천,isnull,isnull,isnull,isnull,isnull,경상북도 김천시 부항면 지좌리 470-2,287329,276474,201309,202301,201309,202301,3336.0,,POINT (287329 276474),127.9662651175941,35.984704820950135
김천시(도곡리),Gimcheonsi(Dogokri),2010623,한국수자원공사,낙동강,201002,41460,부항천,isnull,isnull,isnull,isnull,isnull,경상북도 김천시 지례면 도곡리 530-1,291468,276024,201309,202301,201309,202301,3336.0,,POINT (291468 276024),128.01210251548633,35.98027101838844
